sheep,dataset/0.png
sheep,dataset/1.png
sheep,dataset/2.png
sheep,dataset/3.png
sheep,dataset/4.png
coke,dataset/5.png
neither,dataset/6.png
neither,dataset/7.png
coke,dataset/8.png
coke,dataset/9.png
sheep,dataset/10.png
sheep,dataset/11.png
sheep,dataset/12.png
sheep,dataset/13.png
sheep,dataset/14.png
sheep,dataset/15.png
neither,dataset/16.png
neither,dataset/17.png
neither,dataset/18.png
neither,dataset/19.png
neither,dataset/20.png
coke,dataset/21.png
coke,dataset/22.png
coke,dataset/23.png
coke,dataset/24.png
coke,dataset/25.png
coke,dataset/26.png
neither,dataset/27.png
neither,dataset/28.png
coke,dataset/29.png
coke,dataset/30.png
coke,dataset/31.png
coke,dataset/32.png
neither,dataset/33.png
coke,dataset/34.png
coke,dataset/35.png
neither,dataset/36.png
neither,dataset/37.png
sheep,dataset/38.png
coke,dataset/39.png
coke,dataset/40.png
coke,dataset/41.png
coke,dataset/42.png
coke,dataset/43.png
sheep,dataset/44.png
sheep,dataset/45.png
sheep,dataset/46.png
sheep,dataset/47.png
neither,dataset/48.png
neither,dataset/49.png
sheep,dataset/50.png
sheep,dataset/51.png
sheep,dataset/52.png
sheep,dataset/53.png
sheep,dataset/54.png
neither,dataset/55.png
sheep,dataset/56.png
sheep,dataset/57.png
sheep,dataset/58.png
sheep,dataset/59.png
sheep,dataset/60.png
sheep,dataset/61.png
sheep,dataset/62.png
sheep,dataset/63.png
sheep,dataset/64.png
neither,dataset/65.png
neither,dataset/66.png
neither,dataset/67.png
neither,dataset/68.png
neither,dataset/69.png
sheep,dataset/70.png
sheep,dataset/71.png
sheep,dataset/72.png
sheep,dataset/73.png
sheep,dataset/74.png
sheep,dataset/75.png
sheep,dataset/76.png
sheep,dataset/77.png
sheep,dataset/78.png
sheep,dataset/79.png
coke,dataset/80.png
coke,dataset/81.png
sheep,dataset/82.png
sheep,dataset/83.png
coke,dataset/84.png
coke,dataset/85.png
coke,dataset/86.png
neither,dataset/87.png
neither,dataset/88.png
coke,dataset/89.png
coke,dataset/90.png
coke,dataset/91.png
coke,dataset/92.png
coke,dataset/93.png
coke,dataset/94.png
coke,dataset/95.png
coke,dataset/96.png
coke,dataset/97.png
coke,dataset/98.png
coke,dataset/99.png
coke,dataset/100.png
neither,dataset/101.png
neither,dataset/102.png
neither,dataset/103.png
neither,dataset/104.png
neither,dataset/105.png
neither,dataset/106.png
coke,dataset/107.png
coke,dataset/108.png
coke,dataset/109.png
